Date,OP_Price,AVPI,PR,LAR,Votable Supply,Circulating Supply,OP_Price_Scaled,AVPI_Scaled,PR_Scaled,LAR_Scaled,F,IVS,IVS/VS
2024-01-02,3.99380792,0.3387920640764518,0.0814718307645002,0.121711594068603,74244867.78,911294948.0,0.7000796605317724,0.2030195373052324,0.6631314459276783,0.1942898426460448,0.766401,108743551.58,1.46
2024-01-03,3.71737979,0.3342074497266102,0.0809442054868058,0.1209290144024393,73764045.53,911294948.0,0.6314630759829993,0.1972887843362505,0.6490957417026815,0.1926985785017838,0.780216,110075562.1,1.49
2024-01-04,3.464678433,0.3300388386931249,0.0809749474766099,0.2458130899139367,73792060.55,911294948.0,0.5687360878570796,0.1920780341545035,0.6499135294289706,0.4466325358262737,0.844269,120241298.67,1.63
2024-01-05,3.712274167,0.3275259633928478,0.0809838794365839,0.1506585649843952,73800200.2,911294948.0,0.630195728798566,0.1889369482334506,0.650151134323286,0.2531493797575422,0.79181,111878128.45,1.52
2024-01-06,3.417755667,0.3269850012080882,0.0809405058503627,0.1233543975231385,73760674.07,911294948.0,0.5570886482839028,0.1882607472686901,0.6489973252600842,0.1976302491839314,0.793849,112129294.13,1.52
2024-01-07,3.234773639,0.3377204583002304,0.0810247994264092,0.0906554670850137,73837490.38,911294948.0,0.5116677940634298,0.2016800335836443,0.651239673668079,0.1311416374660443,0.789359,111561810.9,1.51
2024-01-08,3.174226995,0.346568420294968,0.0811136844138413,0.0875688847910701,73918490.82,911294948.0,0.4966385569262018,0.2127399571893307,0.6536041612056946,0.1248655125614191,0.791658,112034257.39,1.52
2024-01-09,3.416112238,0.3509214064842262,0.0770914591227824,0.1127907576880331,73805710.74,957378568.0,0.5566807068601106,0.2181811757138269,0.5466063222122752,0.1761505941030723,0.813167,115203303.37,1.56
2024-01-10,3.59473929,0.351508422819763,0.0771495608830048,0.1281671435739744,73861336.12,957378568.0,0.6010205438233607,0.2189149442166967,0.5481519250404734,0.2074162819129327,0.811278,114991452.39,1.56
2024-01-11,3.950375015,0.3572696240194439,0.0769712796516247,0.2091570415594842,73690653.49,957378568.0,0.6892984943815281,0.226116426906536,0.5434093496971282,0.3720976891662844,0.831475,117964002.61,1.6
2024-01-12,3.979139222,0.3599866761269112,0.0767191498588048,0.1532060029958962,73449269.83,957378568.0,0.6964385117219989,0.2295127331699592,0.5367022805934765,0.2583292316533888,0.807932,113826260.3,1.55
2024-01-13,3.930769871,0.3563466476927479,0.0766098067279901,0.2050192054766839,73344587.06,957378568.0,0.68443199247788,0.224962709511594,0.5337935726372227,0.3636839896056162,0.832488,117574731.4,1.6
2024-01-14,3.817680149,0.3604646170046456,0.0765050802662212,0.0770397958012701,73244324.19,957378568.0,0.6563602095113266,0.2301101577066967,0.5310076757060864,0.1034561116970513,0.783573,109798831.49,1.5
2024-01-15,3.469544839,0.3633020562424514,0.0759756967736925,0.0664933047439314,72737503.78,957378568.0,0.5699440552182439,0.2336569474899908,0.5169252000612552,0.0820113262101235,0.797986,111199725.49,1.53
2024-01-16,3.451304258,0.3653800973969552,0.0759491892761902,0.0800011927795266,72712126.07,957378568.0,0.565416273011689,0.2362544921485182,0.5162200568271915,0.109477690115416,0.805284,112275796.14,1.54
2024-01-17,3.604545329,0.3676535902529399,0.0758731003679622,0.0657156915777688,72639280.18,957378568.0,0.6034546553739183,0.239096350795766,0.5141959661404116,0.0804301607353219,0.792604,110237386.14,1.52
2024-01-18,3.449307555,0.3729917861574542,0.0929989577644274,0.0634738771318368,89035209.01,957378568.0,0.5649206398783378,0.2457690782477183,0.9697720713388444,0.0758717507738347,0.717087,122107487.67,1.37
2024-01-19,3.211256296,0.3733997397685781,0.0929313887878885,0.0733588994343029,88970519.92,957378568.0,0.5058301835629283,0.2462790189296943,0.9679746249131728,0.0959715338824903,0.731512,124370072.1,1.4
2024-01-20,3.197700323,0.3730500976551346,0.0928288820645502,0.0873900542281546,88872382.18,957378568.0,0.5024652417695753,0.2458419674294374,0.9652477766921456,0.1245018861154876,0.738201,125342532.57,1.41
2024-01-21,3.179378433,0.3801221686580248,0.0927468013572662,0.0462564539130141,88793799.87,957378568.0,0.4979172765741435,0.2546820330934261,0.9630642942497372,0.0408625761054144,0.723558,122821686.68,1.38
