Date,Price (USD),Market Cap (USD),Total Volume (USD),Circulating Supply
04-12-2023,0.999344760774288,5350849758.38641,355478198.172348,5354358143.870784
05-12-2023,0.9971688434497156,5352271806.826097,443918595.9877779,5367467948.867976
06-12-2023,0.9993023551110342,5344964858.934408,610314071.2395923,5348696349.605341
07-12-2023,0.9985489156291312,5373845210.74843,311008677.8255813,5381654445.403573
08-12-2023,0.9988013486474064,5390602739.433918,297043227.338009,5397071947.023263
09-12-2023,0.9993835225514174,5404818745.87786,281587946.4499186,5408152750.086779
10-12-2023,0.9995788448189794,5429191987.341187,272295671.9244292,5431479483.066087
11-12-2023,1.000205157633104,5440669031.148383,230919855.73717105,5439553065.31636
12-12-2023,0.9993318291384878,5366697362.37937,352181496.5711788,5370285630.755838
13-12-2023,0.9979046186982208,5283016461.061206,272804990.1327696,5294109639.409194
14-12-2023,0.9991056379833628,5253568538.102296,303166572.2231763,5258271336.258617
15-12-2023,0.9984938449828488,5261339798.265057,348625799.85540336,5269276144.967554
16-12-2023,0.9981638348010368,5244484807.15692,251121691.55111983,5254132261.967094
17-12-2023,1.0005728101839544,5293902006.8033495,368936617.1591718,5290871341.816765
18-12-2023,0.9987102259786936,5282702630.806892,210149406.05167344,5289524922.637162
19-12-2023,0.9991546210985056,5294245503.554264,222485799.6361142,5298724933.818136
20-12-2023,0.9995772345331329,5296161924.19981,297899817.7610793,5298401905.555062
21-12-2023,0.9996477894427565,5295916925.420145,255011568.34548065,5297782860.473588
22-12-2023,0.9994683123136038,5295976062.655228,209424119.7297528,5298793365.840603
23-12-2023,0.9986709928005406,5304603984.654678,245615038.73944545,5311663223.319573
24-12-2023,0.9989087169838312,5335727936.532724,180763115.62259185,5341557087.061731
25-12-2023,0.9981108248211904,5329445293.488544,172909104.92947233,5339532605.954157
26-12-2023,0.9990408819288724,5314657833.056119,160632158.4998067,5319760111.112752
27-12-2023,0.9992341456511232,5290813644.614794,229677099.06883043,5294868742.868251
28-12-2023,0.9988385531178472,5289085313.168833,294607375.2689485,5295235447.870027
29-12-2023,0.9979745200520288,5261254612.097729,330823872.8545444,5271932806.283909
30-12-2023,0.9993543955654896,5263028082.228716,288394626.0094734,5266428111.571577
31-12-2023,0.9984669745963116,5247903960.920735,222240605.63529983,5255961483.395589
01-01-2024,0.9984176080691116,5225918865.649641,246702952.0037369,5234201423.747223
02-01-2024,0.9996661360297512,5259746086.111948,249549205.8363218,5261502712.296949
03-01-2024,1.0000943784185694,5278899203.319338,329420750.48805726,5278401036.176969
04-01-2024,1.0003136322446156,5297659777.328677,377654223.1562449,5295998781.343403
05-01-2024,0.9992834481124367,5283394860.340295,318057717.1214983,5287183401.586595
06-01-2024,0.999759413421165,5266606693.197288,324484593.00877947,5267874072.998243
07-01-2024,0.9999580896397688,5272639833.472732,260571177.073952,5272860820.969187
08-01-2024,0.9969830389075076,5256661462.276386,189201973.32565096,5272568596.589794
09-01-2024,1.0007062866195184,5293879934.877715,207698009.66612625,5290143577.253769
10-01-2024,1.00106136885487,5301129197.499609,239352117.43776777,5295508709.48467
11-01-2024,0.9996545183469564,5323457033.953309,255989178.3244647,5325296826.303809
12-01-2024,0.998425654766144,5297261257.37028,281191728.9627301,5305614125.6817255
13-01-2024,1.0006927088101103,5243986202.393108,281317500.5807704,5240356161.511913
14-01-2024,0.9999016353581486,5250968491.806807,252634250.8703801,5251485052.25316
15-01-2024,0.9948974526194804,5231866624.790587,148332191.50369546,5258699387.575601
16-01-2024,1.00055199347103,5217972669.0121,269797774.04982924,5215093971.189197
17-01-2024,0.9981451655206858,5198137109.446308,142511610.97608507,5207796710.345917
18-01-2024,0.9983214581266766,5184533298.778981,216067200.9721439,5193250387.012234
19-01-2024,0.9983707104512805,5182495810.869121,150854198.258745,5190953376.9540825
20-01-2024,0.9986914297598616,5166646630.297213,157000259.08797258,5173416409.049938
21-01-2024,0.9987096510409288,5171474493.064136,187919875.2861506,5178156121.425325
22-01-2024,0.999761252283536,5171976755.867978,86166583.33473663,5173211848.383564
23-01-2024,0.996854645075059,5143167700.360399,248107849.17579576,5159395831.4485655
24-01-2024,1.0009604873675122,5173921644.132684,185250056.76171523,5168956926.301756
25-01-2024,0.9989139233242168,5187453830.347633,166475272.64660174,5193093928.53857
26-01-2024,0.999439725718298,5215431624.496999,187045625.10225207,5218355334.78386
27-01-2024,0.999508250837353,5224385843.670266,230904228.9735661,5226956195.002352
28-01-2024,0.9985634159577332,5220225095.465774,141123588.19079122,5227735176.397384
29-01-2024,0.9981570103647778,5220154904.750346,132538968.60971184,5229793359.706639
30-01-2024,1.000779019099163,5230092648.089405,161608727.6276029,5226021477.545761
31-01-2024,0.9990534805087248,5195001585.66389,152653517.12594345,5199923414.52888
01-02-2024,0.9981142484345036,4887027498.58747,164101580.6418199,4896260629.735071
02-02-2024,0.9993799640988332,4889778755.956685,110094075.30974849,4892812475.349078
03-02-2024,1.000058047523778,4872786331.2419615,68125103.1657082,4872503494.4795065
04-02-2024,0.9999850566100776,4885110116.077851,150947246.8157887,4885183117.274014
05-02-2024,0.9996138323116448,4886464710.199051,44593828.8561701,4888352433.958339
06-02-2024,0.999933186804812,4861289143.889812,106148331.48585178,4861613963.852508
07-02-2024,1.0002794781115931,4876575458.374237,138763881.36283502,4875212943.067293
08-02-2024,1.0003328833980083,4871875544.560561,151011002.55170217,4870254317.754103
09-02-2024,1.0003418066126628,4871962730.57661,92349616.64468668,4870298030.504145
10-02-2024,0.9993252035309104,4887967281.18973,114028339.70628916,4891267891.492281
11-02-2024,1.0004074815042208,4906203908.04291,94916779.40465058,4904205534.994502
12-02-2024,0.998693305901078,4913412792.192507,238544833.1764737,4919841520.074419
13-02-2024,1.000547456002949,4880242731.982695,130551665.54267158,4877572475.65108
14-02-2024,1.0004972270405887,4879840514.609832,132135377.15621746,4877415331.818669
15-02-2024,0.9987213170347023,4876142484.472906,134254753.12431774,4882385507.651556
16-02-2024,0.9995936951881608,4900135347.329639,118228936.64390647,4902127105.160713
17-02-2024,0.9996309188471184,4898709648.849703,234342787.46748343,4900518337.807539
18-02-2024,0.9999587795959066,4914202155.003047,94081686.69867776,4914404728.751844
19-02-2024,1.0008029212643912,4914225223.616735,87008459.80498005,4910282653.260261
20-02-2024,0.9989645797997002,4959965330.728616,108618502.60103616,4965106302.090436
21-02-2024,1.000866198615339,4926002472.086137,167904838.72858143,4921739268.346835
22-02-2024,1.0003870984274157,4939359857.614133,174088868.86788973,4937448579.033744
23-02-2024,0.9998013057070934,4913453558.124006,137621266.34836656,4914430027.323324
24-02-2024,0.9992491122822396,4933171381.440432,135850296.47207353,4936878422.812198
25-02-2024,0.998952187402642,4942786813.81091,118153148.2260367,4947971360.533845
26-02-2024,1.0006786497922102,4955240339.422011,112944328.59592904,4951879747.260483
27-02-2024,0.9989691952249988,4976187340.680514,184094434.6051477,4981322111.298659
28-02-2024,0.9993630251003272,4976325030.204166,434025914.89587647,4979496844.707245
29-02-2024,1.000199453890042,4986856308.790082,325968759.323411,4985861859.247043
01-03-2024,0.997904386890127,5007369716.158535,250760131.142104,5017885262.298045
02-03-2024,0.9985613221659668,5029425225.185477,208750502.88224208,5036671372.646613
03-03-2024,0.9982499768221812,4994879808.095453,347584502.0438368,5003636287.57208
04-03-2024,1.0008687960202955,5011673442.074696,213293143.54419905,5007323099.693348
05-03-2024,1.001590142588617,4996496581.041652,173112861.41865164,4988564052.885117
06-03-2024,1.0020989799900553,4805075429.331601,728627142.8195467,4795010797.615308
07-03-2024,1.0007313314858324,4840063739.071895,948046010.8954636,4836526634.861753
08-03-2024,1.0033635255129865,4491947827.67226,758266258.8120925,4476889694.964421
09-03-2024,1.001736533452737,4423321885.23122,465531899.9708336,4415653954.423653
10-03-2024,1.001763462690034,4427725699.351457,332578421.4514789,4419931315.384263
11-03-2024,1.0003865057005716,4590164079.079461,415436414.1586351,4588390639.940675
12-03-2024,0.9994898914464564,4581270600.050402,658068922.7189372,4583608738.073791
13-03-2024,0.9991467045063304,4576518224.964993,625216574.721931,4580426682.41218
14-03-2024,0.9999775760616916,4601599127.422705,446591386.0837381,4601702315.711547
15-03-2024,0.999165693995468,4600372957.045028,516930859.4018136,4604214280.665539
16-03-2024,0.998259941289798,4648316841.807731,944181764.7427028,4656419284.7425
17-03-2024,0.9972760280622456,4697838046.429688,819162851.9412016,4710669778.714935
18-03-2024,0.9998180382853976,4708857289.167534,505362483.3984956,4709714276.852637
19-03-2024,0.999049494303664,4746989502.5747,382408635.2034097,4751505835.937933
20-03-2024,0.999145452806631,4715589175.417742,808807236.2468743,4719622315.421146
21-03-2024,0.9990529913362444,4662369076.985342,567554743.6986727,4666788566.18944
22-03-2024,1.000230802521699,4685715117.801237,448914958.01783866,4684633892.485615
23-03-2024,0.9991965433467932,4763561387.909652,739396685.3250165,4767391780.554181
24-03-2024,0.9976979947100172,4840794632.4448,548869627.1817111,4851963878.960975
25-03-2024,0.9989563133099484,4900942388.70404,437498047.2841136,4906062781.129261
26-03-2024,0.9998552605741614,4796620097.835428,336879569.1406331,4797314458.375701
27-03-2024,1.0005756668313857,4826496680.531846,422763667.6160008,4823719825.024682
28-03-2024,0.9974907876534436,4791415873.550779,889684478.0965985,4803468796.761912
29-03-2024,0.9977414009074382,4823511448.342107,866947712.981145,4834430488.65684
30-03-2024,0.9990071473773184,4910922598.528062,533875090.7058519,4915803266.693986
31-03-2024,0.998910665313939,4900154055.923267,309968561.61928725,4905497784.812659
01-04-2024,0.998891165259298,4905332847.585422,213668131.193521,4910778088.93431
02-04-2024,0.9994273245287396,4971423246.559443,204659665.2352806,4974271890.05826
03-04-2024,0.9989880349709728,4979998435.875452,441499909.2829468,4985043125.186334
04-04-2024,0.999814586835876,4941180940.632912,737981375.531133,4942097270.525249
05-04-2024,0.9985452122709184,4985312172.028377,1091921506.7702007,4992575309.324898
06-04-2024,0.9989391677428754,5056208756.545576,783578951.5234693,5061578242.016667
07-04-2024,1.0001892990823578,5115970292.207991,606901271.5348424,5115002027.018018
