Weights,Monotonicity Score,Average Proportional Increase,Standard Deviation,Total Score
"w1=0.45, w2=0.25, w3=0.17, w4=0.13",0.3879003558718861,1.7496021061595444,0.2027685061576408,0.4830400473205597
"w1=0.42, w2=0.26, w3=0.21, w4=0.11",0.38701067615658363,1.753902989512326,0.2041757754592597,0.4830332033429791
"w1=0.36, w2=0.3, w3=0.24, w4=0.1",0.38434163701067614,1.7661352693380201,0.20788779208000235,0.48303153474894145
"w1=0.4, w2=0.28, w3=0.21, w4=0.11",0.3861209964412811,1.7580720419879992,0.20548176016876282,0.48303037856761155
"w1=0.48, w2=0.23, w3=0.18, w4=0.11",0.3914590747330961,1.7417652007843576,0.20351440211230779,0.4830282568897272
"w1=0.4, w2=0.27, w3=0.17, w4=0.15",0.38256227758007116,1.7621699605296228,0.20231766050320144,0.4830198327449997
"w1=0.33, w2=0.31, w3=0.23, w4=0.13",0.3790035587188612,1.7765014567468338,0.20595103249373156,0.4830167609606779
"w1=0.45, w2=0.25, w3=0.19, w4=0.1",0.3905693950177936,1.7464608058322382,0.2052117007938215,0.483013348437198
"w1=0.42, w2=0.26, w3=0.22, w4=0.1",0.3879003558718861,1.7529391135662171,0.20509397570812496,0.483009807936749
"w1=0.49, w2=0.2, w3=0.19, w4=0.11",0.3914590747330961,1.7397785931630265,0.20226089314391682,0.4830069880559783
"w1=0.43, w2=0.25, w3=0.25, w4=0.07",0.3914590747330961,1.7482001870107005,0.20788039400576044,0.48300545656696003
"w1=0.48, w2=0.21, w3=0.2, w4=0.11",0.3905693950177936,1.7419407458392575,0.20222466085447682,0.48300544842040527
"w1=0.34, w2=0.29, w3=0.29, w4=0.07",0.38523131672597866,1.7687941660374704,0.2112338942223917,0.48300432330376597
"w1=0.39, w2=0.27, w3=0.26, w4=0.07",0.3887900355871886,1.7568716654383052,0.20921997432940379,0.48300335858243426
"w1=0.34, w2=0.32, w3=0.22, w4=0.12",0.3816725978647687,1.7726749442249408,0.2078961001183043,0.4830024577418812
"w1=0.47, w2=0.21, w3=0.19, w4=0.13",0.3879003558718861,1.7459025624567774,0.20043301289806795,0.48300078655787815
"w1=0.42, w2=0.26, w3=0.19, w4=0.13",0.38523131672597866,1.755913064955458,0.20266347839287474,0.4829992278362185
"w1=0.34, w2=0.32, w3=0.2, w4=0.14",0.3798932384341637,1.7749094882955887,0.20643108333955945,0.48299919187433177
"w1=0.41, w2=0.28, w3=0.23, w4=0.08",0.3896797153024911,1.7534603258186168,0.2084600794100045,0.4829938989919676
"w1=0.38, w2=0.28, w3=0.22, w4=0.11",0.38434163701067614,1.7623570733436098,0.20549744252654423,0.48299300041609683
"w1=0.34, w2=0.3, w3=0.28, w4=0.08",0.38434163701067614,1.7697216347849924,0.21041272911661135,0.4829913267273532
"w1=0.43, w2=0.27, w3=0.16, w4=0.14",0.3861209964412811,1.7546565644927459,0.20335515326309606,0.4829852651402609
"w1=0.43, w2=0.26, w3=0.2, w4=0.11",0.3879003558718861,1.751753335725208,0.20438999649993664,0.48298384613100365
"w1=0.38, w2=0.28, w3=0.19, w4=0.14",0.3816725978647687,1.765564453827259,0.2032220299390467,0.48298258071612216
"w1=0.44, w2=0.25, w3=0.22, w4=0.08",0.3914590747330961,1.7467092093354766,0.20696326824574277,0.48298239875992055
"w1=0.4, w2=0.28, w3=0.25, w4=0.07",0.3896797153024911,1.7550898915486026,0.20958711782919176,0.4829817006122086
"w1=0.39, w2=0.29, w3=0.17, w4=0.14",0.3834519572953737,1.7630880866581247,0.20454655494073523,0.4829796294970912
"w1=0.34, w2=0.32, w3=0.24, w4=0.09",0.38434163701067614,1.7703684713314862,0.21089689331209208,0.4829754447780077
"w1=0.33, w2=0.32, w3=0.28, w4=0.07",0.38523131672597866,1.7718509273711307,0.21338709179880258,0.48296971629757474
"w1=0.51, w2=0.2, w3=0.18, w4=0.1",0.39412811387900354,1.7350070652963214,0.20369019394106674,0.48295841181644605
"w1=0.4, w2=0.26, w3=0.23, w4=0.1",0.3861209964412811,1.7570645395019366,0.20505861055799454,0.4829558229536296
"w1=0.35, w2=0.3, w3=0.28, w4=0.07",0.3861209964412811,1.766751115543254,0.21152871476283125,0.482952106900442
"w1=0.47, w2=0.23, w3=0.19, w4=0.1",0.3914590747330961,1.742571106983802,0.20431742791081312,0.4829485303900645
"w1=0.44, w2=0.26, w3=0.2, w4=0.1",0.3896797153024911,1.748702682994782,0.20544004275058772,0.48294838142502566
"w1=0.35, w2=0.3, w3=0.25, w4=0.09",0.38434163701067614,1.7676699744910838,0.20919637019148402,0.4829459023461097
"w1=0.39, w2=0.28, w3=0.2, w4=0.12",0.38434163701067614,1.7610857957708241,0.2048083329191904,0.4829454777837458
"w1=0.36, w2=0.3, w3=0.24, w4=0.09",0.38523131672597866,1.7653059026457691,0.20911983469436782,0.4829408884838329
"w1=0.36, w2=0.31, w3=0.17, w4=0.15",0.3807829181494662,1.7710319464198858,0.20555886904958784,0.48293018764383394
"w1=0.39, w2=0.28, w3=0.19, w4=0.13",0.3834519572953737,1.7621414035908725,0.2040971730491721,0.4829251074511097
"w1=0.44, w2=0.26, w3=0.23, w4=0.07",0.39234875444839856,1.7463409691888103,0.20841824129643308,0.48291709867303145
"w1=0.47, w2=0.21, w3=0.21, w4=0.1",0.3905693950177936,1.7427460824488534,0.20306469372893318,0.4829145058799876
"w1=0.41, w2=0.26, w3=0.22, w4=0.1",0.38701067615658363,1.7548458704593606,0.20520124536766157,0.4829141385598655
"w1=0.33, w2=0.32, w3=0.22, w4=0.12",0.3807829181494662,1.7749276226443045,0.2082142885363043,0.4829126970427027
"w1=0.45, w2=0.24, w3=0.22, w4=0.09",0.3905693950177936,1.7459018100287267,0.20518432326802674,0.4829097625342341
"w1=0.35, w2=0.32, w3=0.19, w4=0.14",0.3807829181494662,1.772418842458081,0.20655659895259865,0.48290824788056974
"w1=0.34, w2=0.3, w3=0.27, w4=0.08",0.38434163701067614,1.7694871713581417,0.2105352368395432,0.48290768172510345
"w1=0.44, w2=0.27, w3=0.15, w4=0.14",0.38701067615658363,1.7525224151767635,0.2037004425906141,0.48289968833646035
"w1=0.46, w2=0.24, w3=0.21, w4=0.09",0.3914590747330961,1.743868182671556,0.20535914591439688,0.48289543012654024
"w1=0.4, w2=0.28, w3=0.24, w4=0.07",0.3896797153024911,1.7548667382559378,0.20974613315113882,0.4828893653570915
"w1=0.42, w2=0.26, w3=0.2, w4=0.11",0.38701067615658363,1.7536381282712048,0.20448038690087855,0.48288884766226925
"w1=0.33, w2=0.31, w3=0.25, w4=0.11",0.3807829181494662,1.774284519940075,0.207877982503552,0.4828849683116825
"w1=0.42, w2=0.26, w3=0.19, w4=0.12",0.3861209964412811,1.754634812744101,0.20370522938837377,0.48287589195294867
"w1=0.39, w2=0.28, w3=0.18, w4=0.14",0.38256227758007116,1.763223970042803,0.2035039135789698,0.48287475872490526
"w1=0.46, w2=0.23, w3=0.23, w4=0.07",0.3932384341637011,1.74193669182513,0.20713352965816606,0.4828664965494267
"w1=0.46, w2=0.23, w3=0.16, w4=0.15",0.3861209964412811,1.7497825194642822,0.20054694684071497,0.48285291806128255
"w1=0.34, w2=0.3, w3=0.23, w4=0.13",0.3790035587188612,1.774142939218568,0.20493892050247525,0.4828486910524017
"w1=0.36, w2=0.29, w3=0.22, w4=0.12",0.3816725978647687,1.767996573167983,0.20529372226356263,0.4828474968869122
"w1=0.35, w2=0.31, w3=0.25, w4=0.09",0.38434163701067614,1.7680362226674722,0.2097784213907502,0.4828445366216075
"w1=0.38, w2=0.27, w3=0.23, w4=0.11",0.3834519572953737,1.7625042129353476,0.2046081420616102,0.48284437861627333
"w1=0.42, w2=0.26, w3=0.26, w4=0.06",0.3914590747330961,1.7499862563639719,0.2096124708683389,0.48284304737884076
"w1=0.43, w2=0.26, w3=0.17, w4=0.14",0.38523131672597866,1.7547703035045226,0.20242369792666418,0.4828426096858946
"w1=0.46, w2=0.2, w3=0.2, w4=0.14",0.38523131672597866,1.7491631720508412,0.19868844474547093,0.48284175934951634
"w1=0.35, w2=0.31, w3=0.22, w4=0.12",0.3816725978647687,1.7703706267472972,0.20690049425754165,0.48284027600458135
"w1=0.42, w2=0.26, w3=0.22, w4=0.09",0.3887900355871886,1.7517293218558678,0.2063518563467948,0.4828353252607295
"w1=0.35, w2=0.31, w3=0.24, w4=0.1",0.3834519572953737,1.7686584996206858,0.20874122657505012,0.48283531059930895
"w1=0.38, w2=0.28, w3=0.26, w4=0.07",0.3879003558718861,1.7592730073805012,0.20990179697660993,0.4828342403190603
"w1=0.5, w2=0.19, w3=0.18, w4=0.14",0.3887900355871886,1.7413374177132603,0.19946751116666972,0.48282224798624546
"w1=0.37, w2=0.31, w3=0.16, w4=0.15",0.3816725978647687,1.76862103444884,0.20580033929514066,0.48282040403361015
"w1=0.47, w2=0.22, w3=0.19, w4=0.12",0.3887900355871886,1.7448054178879089,0.20179577318099118,0.4828173694168788
"w1=0.38, w2=0.29, w3=0.19, w4=0.14",0.3816725978647687,1.7656585718328952,0.20386317954668975,0.4828090594349565
"w1=0.44, w2=0.24, w3=0.22, w4=0.09",0.3896797153024911,1.7476944092759519,0.2052550223264737,0.4828022328084939
"w1=0.35, w2=0.31, w3=0.23, w4=0.11",0.38256227758007116,1.7693126620947193,0.20781570950646855,0.4827989583570389
"w1=0.44, w2=0.24, w3=0.17, w4=0.15",0.38434163701067614,1.7539181554023355,0.20053822966873663,0.48279298068518417
"w1=0.34, w2=0.34, w3=0.18, w4=0.15",0.3798932384341637,1.7759630902028793,0.20782610831895193,0.4827914047619722
"w1=0.45, w2=0.24, w3=0.24, w4=0.07",0.39234875444839856,1.7441596980911012,0.20740442784484917,0.4827849884889648
"w1=0.37, w2=0.29, w3=0.26, w4=0.08",0.3861209964412811,1.7624746716706639,0.20927199918347078,0.4827738327997321
"w1=0.39, w2=0.29, w3=0.19, w4=0.13",0.3834519572953737,1.7622578092641779,0.20470399474146297,0.48276634207808355
"w1=0.43, w2=0.27, w3=0.23, w4=0.07",0.3914590747330961,1.7485830203103663,0.20893701858880023,0.4827650358519813
"w1=0.42, w2=0.27, w3=0.21, w4=0.1",0.3879003558718861,1.7528353778968926,0.20586063858050144,0.4827590619411712
"w1=0.41, w2=0.28, w3=0.16, w4=0.15",0.3834519572953737,1.7600026158515025,0.20324320375745916,0.4827535406907496
"w1=0.35, w2=0.31, w3=0.24, w4=0.09",0.38434163701067614,1.7678206985179643,0.20997698390074432,0.4827418630387077
"w1=0.46, w2=0.24, w3=0.18, w4=0.11",0.3896797153024911,1.7454354728525037,0.20395555207178712,0.4827402866002102
"w1=0.41, w2=0.27, w3=0.23, w4=0.09",0.3879003558718861,1.7540591468181557,0.2067470863938983,0.4827378813814047
"w1=0.46, w2=0.22, w3=0.19, w4=0.12",0.3879003558718861,1.7465909578484669,0.2017811230006727,0.4827340326054347
"w1=0.47, w2=0.2, w3=0.19, w4=0.14",0.3861209964412811,1.7470539869688013,0.1991355966632652,0.48273061661542127
"w1=0.46, w2=0.22, w3=0.22, w4=0.09",0.3905693950177936,1.7437642546529695,0.20438196266124717,0.48272295964111656
"w1=0.44, w2=0.23, w3=0.19, w4=0.14",0.38434163701067614,1.7529982533699744,0.2001633345491452,0.48272146881458944
"w1=0.48, w2=0.21, w3=0.16, w4=0.15",0.38701067615658363,1.7458847807056743,0.19987437840763544,0.48271998069713606
"w1=0.41, w2=0.26, w3=0.26, w4=0.06",0.3905693950177936,1.7518617577196045,0.20980216516037772,0.4827163995047044
"w1=0.34, w2=0.31, w3=0.23, w4=0.11",0.3816725978647687,1.771529979496885,0.20809419283013283,0.48271403698272153
"w1=0.47, w2=0.22, w3=0.2, w4=0.1",0.3905693950177936,1.7426531135142158,0.2036751500713747,0.48271277519032757
"w1=0.39, w2=0.29, w3=0.18, w4=0.14",0.38256227758007116,1.7633290020191847,0.2041168284105934,0.48271189067069453
"w1=0.44, w2=0.24, w3=0.17, w4=0.14",0.38523131672597866,1.752605200461018,0.20141915228903204,0.48271095276848336
"w1=0.42, w2=0.27, w3=0.23, w4=0.08",0.3896797153024911,1.7511543937070115,0.20786865642211783,0.4827101394660126
"w1=0.49, w2=0.2, w3=0.2, w4=0.11",0.3905693950177936,1.7400535480075447,0.20195802229000792,0.4827080004234034
"w1=0.33, w2=0.31, w3=0.27, w4=0.08",0.3834519572953737,1.7720742327606303,0.2114726741596896,0.48269902295190603
"w1=0.45, w2=0.25, w3=0.19, w4=0.11",0.3887900355871886,1.747656498843628,0.20409700119173385,0.4826972172047998
"w1=0.34, w2=0.3, w3=0.22, w4=0.13",0.3790035587188612,1.7738773744944143,0.20527090843318127,0.48269598172835915
"w1=0.35, w2=0.31, w3=0.2, w4=0.13",0.3807829181494662,1.7712094922262882,0.20647333575206675,0.48269135679437075
"w1=0.36, w2=0.29, w3=0.25, w4=0.09",0.38434163701067614,1.7651476638494716,0.20836567159870756,0.48269064979562015
"w1=0.38, w2=0.28, w3=0.23, w4=0.11",0.3834519572953737,1.7626271049361268,0.20521853771466755,0.482685838320512
"w1=0.33, w2=0.31, w3=0.31, w4=0.04",0.3879003558718861,1.7691950107699597,0.2170167227027991,0.48268416327909525
"w1=0.46, w2=0.25, w3=0.19, w4=0.1",0.3905693950177936,1.7446905999305173,0.20513327995169728,0.4826828335094911
"w1=0.47, w2=0.22, w3=0.17, w4=0.14",0.38701067615658363,1.7467897877004743,0.20061066708948067,0.48268009549154256
"w1=0.45, w2=0.24, w3=0.16, w4=0.15",0.38523131672597866,1.7517716642967018,0.20097031128695397,0.4826788978362435
"w1=0.4, w2=0.27, w3=0.26, w4=0.07",0.3887900355871886,1.7549104158347302,0.20901709397335527,0.4826719727685338
"w1=0.41, w2=0.27, w3=0.2, w4=0.11",0.3861209964412811,1.755710282408712,0.2051070460771068,0.482670440879251
"w1=0.36, w2=0.29, w3=0.26, w4=0.08",0.38523131672597866,1.7645655865704735,0.20952997386336022,0.482669783518076
"w1=0.35, w2=0.29, w3=0.29, w4=0.07",0.38523131672597866,1.766619385656421,0.21090998247125145,0.4826665407528981
"w1=0.43, w2=0.26, w3=0.16, w4=0.14",0.38523131672597866,1.7545258869003657,0.20285316438332118,0.48266488642806615
"w1=0.41, w2=0.27, w3=0.19, w4=0.12",0.38523131672597866,1.756713889109426,0.2043307888057888,0.4826591995431379
"w1=0.44, w2=0.24, w3=0.24, w4=0.07",0.3914590747330961,1.7459234887264197,0.20751904927238013,0.4826585203301179
"w1=0.43, w2=0.25, w3=0.24, w4=0.08",0.3896797153024911,1.7490738396939174,0.20666262375955755,0.4826558384621618
"w1=0.32, w2=0.31, w3=0.3, w4=0.07",0.3834519572953737,1.7742414732741782,0.213063906158516,0.4826551014549677
"w1=0.41, w2=0.27, w3=0.21, w4=0.1",0.38701067615658363,1.7547353036685127,0.20599296507738538,0.4826545092887788
"w1=0.47, w2=0.21, w3=0.16, w4=0.15",0.3861209964412811,1.7476970891856853,0.19982641449499283,0.4826519917092798
"w1=0.48, w2=0.22, w3=0.18, w4=0.11",0.3905693950177936,1.7415817728184675,0.20317553372900016,0.4826483919538903
"w1=0.33, w2=0.32, w3=0.21, w4=0.14",0.3781138790035587,1.7774571169002953,0.20633326301578725,0.48264838397710225
"w1=0.41, w2=0.27, w3=0.17, w4=0.15",0.38256227758007116,1.760135120828601,0.2022231259165242,0.4826412251807985
"w1=0.47, w2=0.23, w3=0.21, w4=0.09",0.3914590747330961,1.74194317951955,0.20493637724484057,0.4826372600970059
"w1=0.38, w2=0.3, w3=0.16, w4=0.15",0.3816725978647687,1.766391110634109,0.20492845889056086,0.4826359833920379
"w1=0.34, w2=0.32, w3=0.25, w4=0.09",0.3834519572953737,1.770582882204957,0.21069538526945195,0.48263393950784267
"w1=0.36, w2=0.3, w3=0.23, w4=0.11",0.38256227758007116,1.7670491842639247,0.20688704790103024,0.4826248612725115
"w1=0.36, w2=0.29, w3=0.27, w4=0.07",0.3861209964412811,1.7640151556124914,0.21080048368930093,0.4826233842363486
"w1=0.33, w2=0.32, w3=0.24, w4=0.11",0.3807829181494662,1.7743510531015831,0.20879587758605514,0.4826229064192332
"w1=0.4, w2=0.29, w3=0.17, w4=0.14",0.3834519572953737,1.7610474318726608,0.20438666853304935,0.48261946446230425
"w1=0.41, w2=0.27, w3=0.22, w4=0.09",0.3879003558718861,1.753787473226564,0.2069850074085883,0.48261217035867937
"w1=0.33, w2=0.32, w3=0.31, w4=0.04",0.3879003558718861,1.7694930841863392,0.21746877341562604,0.4826081627485231
"w1=0.39, w2=0.28, w3=0.19, w4=0.14",0.3816725978647687,1.763472811547402,0.20309300380156328,0.4826029601013958
"w1=0.36, w2=0.3, w3=0.25, w4=0.09",0.38434163701067614,1.7655236476403298,0.20892385572195296,0.48259839131681814
"w1=0.48, w2=0.22, w3=0.17, w4=0.12",0.3896797153024911,1.7425289232373715,0.2025031231880992,0.48259470534229015
"w1=0.35, w2=0.29, w3=0.28, w4=0.07",0.38523131672597866,1.7663784120315213,0.21099657813825046,0.4825923673278185
"w1=0.4, w2=0.28, w3=0.2, w4=0.12",0.38434163701067614,1.7590791382803048,0.20466767049625953,0.48258634501252123
"w1=0.44, w2=0.25, w3=0.24, w4=0.07",0.3914590747330961,1.746133196344592,0.20790824538139374,0.48258370302104836
"w1=0.48, w2=0.23, w3=0.22, w4=0.07",0.39412811387900354,1.7382778265276395,0.20715449354215337,0.4825732741823837
"w1=0.44, w2=0.26, w3=0.15, w4=0.14",0.3861209964412811,1.7523827686740268,0.20322428062426265,0.4825697677681671
"w1=0.41, w2=0.28, w3=0.24, w4=0.07",0.3896797153024911,1.7529490555621146,0.20953441228662228,0.4825693450776818
"w1=0.37, w2=0.31, w3=0.17, w4=0.15",0.3807829181494662,1.7688507820537316,0.20531906129368194,0.48256589709737485
"w1=0.35, w2=0.3, w3=0.27, w4=0.08",0.38434163701067614,1.7673059996205995,0.21022088367075814,0.4825657533282306
"w1=0.33, w2=0.32, w3=0.3, w4=0.04",0.3879003558718861,1.7695613224975388,0.21766347258024105,0.48256340066137854
"w1=0.4, w2=0.28, w3=0.19, w4=0.13",0.3834519572953737,1.7601132865823896,0.20396501780641518,0.48255913062224026
"w1=0.47, w2=0.23, w3=0.23, w4=0.07",0.3932384341637011,1.7402331884569529,0.20704455150346143,0.48255248932220274
"w1=0.45, w2=0.23, w3=0.22, w4=0.09",0.3896797153024911,1.7457171597376013,0.2047908100163999,0.48254604659384587
"w1=0.49, w2=0.23, w3=0.17, w4=0.11",0.3914590747330961,1.7398066712914817,0.2038230503036341,0.48254395653375415
"w1=0.42, w2=0.27, w3=0.17, w4=0.13",0.38523131672597866,1.7555459554313613,0.20396129275220667,0.4825364616235996
"w1=0.38, w2=0.27, w3=0.24, w4=0.11",0.38256227758007116,1.7627820532461018,0.2043500391468384,0.48253253769520443
"w1=0.33, w2=0.32, w3=0.24, w4=0.1",0.3816725978647687,1.7734632082391775,0.20999563723622391,0.48253024940935274
"w1=0.42, w2=0.27, w3=0.16, w4=0.15",0.3834519572953737,1.7579017282377865,0.20258744381665614,0.4825300911502473
"w1=0.48, w2=0.21, w3=0.19, w4=0.12",0.3887900355871886,1.7428869433049397,0.20147821283165043,0.48252894260508716
"w1=0.33, w2=0.32, w3=0.25, w4=0.09",0.38256227758007116,1.772816436724871,0.21105202127136063,0.4825288197536016
"w1=0.45, w2=0.25, w3=0.22, w4=0.07",0.39234875444839856,1.7439040290388688,0.20813706431606607,0.4825140637371532
"w1=0.49, w2=0.21, w3=0.19, w4=0.11",0.3905693950177936,1.7399587552049711,0.20254712883428228,0.48251230989960636
"w1=0.45, w2=0.25, w3=0.16, w4=0.14",0.3861209964412811,1.7506147459747339,0.20226426016271704,0.48250416936677226
"w1=0.33, w2=0.32, w3=0.23, w4=0.11",0.3807829181494662,1.77414281877701,0.20905501253273326,0.4825035190703152
"w1=0.4, w2=0.28, w3=0.18, w4=0.14",0.38256227758007116,1.7611751531346256,0.2033760390175237,0.4825033577117036
"w1=0.43, w2=0.26, w3=0.22, w4=0.09",0.3887900355871886,1.7498767110147837,0.20623019918646274,0.4825013002406123
"w1=0.36, w2=0.3, w3=0.19, w4=0.14",0.3798932384341637,1.7700457260569749,0.2049021885462429,0.48248510786460397
"w1=0.37, w2=0.29, w3=0.22, w4=0.12",0.3816725978647687,1.765863897932438,0.20510518628514401,0.48247752263332877
"w1=0.38, w2=0.28, w3=0.27, w4=0.07",0.38701067615658363,1.7595061152031268,0.20977761457737795,0.48247327674570384
"w1=0.41, w2=0.28, w3=0.23, w4=0.07",0.3896797153024911,1.7527303049124425,0.20971006097870357,0.482472900340123
"w1=0.34, w2=0.3, w3=0.29, w4=0.07",0.38434163701067614,1.7691591821182717,0.21178311923069704,0.4824677191597833
"w1=0.32, w2=0.31, w3=0.3, w4=0.06",0.38434163701067614,1.7734469150263859,0.21464537707223927,0.4824665883889435
"w1=0.38, w2=0.31, w3=0.16, w4=0.15",0.3816725978647687,1.7664862628990516,0.20556599858227984,0.4824637519375108
"w1=0.43, w2=0.25, w3=0.24, w4=0.07",0.3905693950177936,1.747949184642049,0.20804041526502928,0.48246240985779787
"w1=0.41, w2=0.27, w3=0.16, w4=0.15",0.38256227758007116,1.7598953137362503,0.20268387254521544,0.48245503977372106
"w1=0.47, w2=0.21, w3=0.19, w4=0.12",0.3879003558718861,1.7446454905442659,0.20144405166497367,0.48244606054530415
"w1=0.47, w2=0.23, w3=0.22, w4=0.07",0.3932384341637011,1.739952600752084,0.2072419944984011,0.48243713888274703
"w1=0.4, w2=0.28, w3=0.19, w4=0.12",0.38434163701067614,1.7588233303735057,0.20501513599776053,0.48243094378071105
"w1=0.35, w2=0.3, w3=0.27, w4=0.07",0.38523131672597866,1.7665169332678283,0.21163724609099083,0.4824278711892578
"w1=0.45, w2=0.25, w3=0.16, w4=0.13",0.38701067615658363,1.7493549108502908,0.20316975732228204,0.48242539305166543
"w1=0.44, w2=0.25, w3=0.16, w4=0.14",0.38523131672597866,1.7524874124358485,0.20231037376313543,0.4824200287212184
"w1=0.33, w2=0.31, w3=0.22, w4=0.13",0.3781138790035587,1.7762373588514506,0.20628753112623002,0.48241815193420046
"w1=0.46, w2=0.24, w3=0.22, w4=0.08",0.3914590747330961,1.7429927236181577,0.20637115430185837,0.4824167357996221
"w1=0.48, w2=0.21, w3=0.19, w4=0.11",0.3896797153024911,1.7416687741183372,0.20252989731236926,0.48241464328120226
"w1=0.39, w2=0.27, w3=0.24, w4=0.1",0.38434163701067614,1.7594683025410103,0.20550390326879753,0.4824133080329009
"w1=0.33, w2=0.31, w3=0.3, w4=0.05",0.3861209964412811,1.7704399123974985,0.21580548519512713,0.48240683514160215
"w1=0.47, w2=0.24, w3=0.18, w4=0.11",0.3896797153024911,1.7436771532442739,0.2039108609491725,0.48240203001534865
"w1=0.49, w2=0.21, w3=0.19, w4=0.1",0.3914590747330961,1.7387771344914325,0.20363590035265872,0.48239419415903695
"w1=0.4, w2=0.28, w3=0.18, w4=0.13",0.3834519572953737,1.7598634504076434,0.20435018821191445,0.4823936122656412
"w1=0.38, w2=0.29, w3=0.22, w4=0.11",0.3834519572953737,1.7624871227264147,0.20610962182625248,0.4823905166450941
"w1=0.42, w2=0.26, w3=0.18, w4=0.13",0.38434163701067614,1.755659125213694,0.2030415012585263,0.482390193170519
"w1=0.47, w2=0.22, w3=0.22, w4=0.09",0.3905693950177936,1.7420278367464825,0.20435450304633845,0.48238391394429175
"w1=0.48, w2=0.22, w3=0.2, w4=0.1",0.3905693950177936,1.740931764516022,0.20366139650165777,0.4823726314616039
"w1=0.5, w2=0.21, w3=0.18, w4=0.1",0.39234875444839856,1.736845761912132,0.20393618822481327,0.48236267313918174
"w1=0.44, w2=0.26, w3=0.19, w4=0.1",0.3887900355871886,1.7484432093588385,0.205738692017823,0.48236205206001515
"w1=0.37, w2=0.28, w3=0.27, w4=0.07",0.3861209964412811,1.7615462927047985,0.21002635161653332,0.48236185127664033
"w1=0.34, w2=0.31, w3=0.27, w4=0.08",0.3834519572953737,1.7698500124679089,0.21111535142371,0.4823613757141556
"w1=0.5, w2=0.21, w3=0.21, w4=0.07",0.39501779359430605,1.7342880598558132,0.20668645190074977,0.4823605731980908
"w1=0.39, w2=0.29, w3=0.24, w4=0.08",0.38701067615658363,1.7579749559891535,0.20913289520703945,0.48236046071401073
"w1=0.34, w2=0.31, w3=0.3, w4=0.04",0.3879003558718861,1.7673969329663473,0.2169026582373479,0.4823587670580082
"w1=0.43, w2=0.26, w3=0.24, w4=0.06",0.3914590747330961,1.7476867406253505,0.20969891027498683,0.4823572124091221
"w1=0.33, w2=0.3, w3=0.29, w4=0.07",0.3834519572953737,1.771378626774358,0.21214922695076507,0.4823569359173289
"w1=0.49, w2=0.2, w3=0.16, w4=0.14",0.3879003558718861,1.7426952484284572,0.2004561331458205,0.4823523876778884
"w1=0.37, w2=0.29, w3=0.25, w4=0.09",0.38434163701067614,1.763044322595811,0.20813150859649354,0.48234023044555224
"w1=0.48, w2=0.22, w3=0.22, w4=0.08",0.39234875444839856,1.7391805088702168,0.20556794439204018,0.48234009568063063
"w1=0.45, w2=0.24, w3=0.17, w4=0.14",0.38523131672597866,1.7507260838239112,0.20140260216818837,0.4823400944773151
"w1=0.36, w2=0.28, w3=0.28, w4=0.07",0.38523131672597866,1.7638685545674695,0.21018611861524608,0.4823335336919094
"w1=0.38, w2=0.27, w3=0.24, w4=0.1",0.3834519572953737,1.7614892996682583,0.20565279981683796,0.48232799863628717
"w1=0.43, w2=0.26, w3=0.22, w4=0.08",0.3896797153024911,1.7487051688857433,0.20752046440739919,0.48232475210617454
"w1=0.45, w2=0.26, w3=0.16, w4=0.13",0.38701067615658363,1.7495086048940567,0.20361479267674867,0.48232262125407854
"w1=0.42, w2=0.27, w3=0.2, w4=0.11",0.3861209964412811,1.75379395235521,0.2049890178008552,0.482322583351426
"w1=0.36, w2=0.31, w3=0.22, w4=0.11",0.38256227758007116,1.7669370250466983,0.20782422030443073,0.48232127770804606
"w1=0.34, w2=0.32, w3=0.18, w4=0.15",0.3781138790035587,1.7758351413241342,0.20634875263295763,0.48231934197671894
"w1=0.46, w2=0.24, w3=0.19, w4=0.1",0.3896797153024911,1.7445037972160133,0.20473792586470946,0.4823192393350354
"w1=0.32, w2=0.3, w3=0.3, w4=0.07",0.38256227758007116,1.7738954967928742,0.212475983426668,0.4823174431206101
"w1=0.42, w2=0.26, w3=0.25, w4=0.06",0.3905693950177936,1.7497539627280227,0.20973786609222833,0.4823141302268329
"w1=0.41, w2=0.28, w3=0.17, w4=0.13",0.38434163701067614,1.7576332845742595,0.2046191419375417,0.4823117328389275
"w1=0.49, w2=0.22, w3=0.22, w4=0.07",0.39412811387900354,1.7364128789495072,0.2067906867391261,0.4823094267076654
"w1=0.49, w2=0.22, w3=0.18, w4=0.11",0.3905693950177936,1.7398773738769597,0.20317004743327957,0.4823091580543049
"w1=0.48, w2=0.22, w3=0.18, w4=0.12",0.3887900355871886,1.7427883725731625,0.20214709959316018,0.4823085624302788
"w1=0.44, w2=0.26, w3=0.16, w4=0.14",0.38523131672597866,1.752622282754999,0.20278223694529846,0.48230544383039964
"w1=0.43, w2=0.26, w3=0.17, w4=0.13",0.38523131672597866,1.7534880953245782,0.2033611305482742,0.4823049382634227
"w1=0.42, w2=0.27, w3=0.19, w4=0.12",0.38523131672597866,1.7547790404887746,0.20422331696354978,0.4823044713716793
"w1=0.37, w2=0.29, w3=0.22, w4=0.11",0.38256227758007116,1.764552928910215,0.2063036088270678,0.4823006419239583
"w1=0.36, w2=0.32, w3=0.17, w4=0.15",0.3798932384341637,1.7711118502166123,0.2062489318494337,0.48229430970557424
