Date,Price (USD),Market Cap (USD),Total Volume (USD),Circulating Supply,LAR
2023-12-04,0.8121900929885514,54688015.93879835,175912.29316086293,67334010.1177142,0.0026125325500936
2023-12-05,0.806885574467796,54348376.41129001,275916.9285809554,67355741.7941658,0.0040964128852464
2023-12-06,0.8120790288898009,54628325.67293095,267858.09951884,67269716.0368908,0.0039818526864591
2023-12-07,0.8184318888631837,58093835.35935259,241267.00236206345,70981881.51007403,0.0033989941831539
2023-12-08,0.8401846193216159,59575695.66041792,280812.4194208618,70907862.73678836,0.0039602437385998
2023-12-09,0.9073286381022748,64459288.86524206,308822.50908311707,71042934.34412257,0.0043469841432396
2023-12-10,0.8831212823944238,62655387.73253138,321598.95848052413,70947659.1512466,0.0045329044302214
2023-12-11,0.9192643178171368,65202284.61745757,232210.98648061207,70928767.0082587,0.0032738618796739
2023-12-12,0.8407946285587344,59483849.43996548,413946.5668449216,70747180.60691105,0.0058510680325893
2023-12-13,0.8880431726164191,62945752.26827689,315602.3365201944,70881410.05895178,0.0044525403241514
2023-12-14,0.8887924789029383,62956668.38337193,330695.2691373086,70833934.66727027,0.0046685994600002
2023-12-15,0.8856323720941283,62696807.87734704,298628.434353344,70793265.75325704,0.0042183169709133
2023-12-16,0.8354703746749091,59445677.8863429,218824.7102957791,71152346.85547513,0.0030754391101147
2023-12-17,0.845742564354112,59973833.8261967,197686.2981076558,70912635.06643812,0.0027877443550425
2023-12-18,0.8186113272684985,57993436.92081997,213484.9576925068,70843677.56592079,0.0030134652099879
2023-12-19,0.7974116746344756,56584233.07463116,225887.38444231503,70959875.40007955,0.0031833114583239
2023-12-20,0.7656365923834089,54354562.37537799,238678.9465758336,70992639.21826607,0.0033620238549241
2023-12-21,0.7745648088478085,57837826.91938489,281150.2320330578,74671384.83275612,0.0037651669734364
2023-12-22,0.8143860812664038,61036796.6251501,495458.2524496976,74948231.59334375,0.0066106730194512
2023-12-23,0.8770221393742683,65384457.55718534,299208.36088422354,74552801.60183343,0.0040133751442664
2023-12-24,0.8559378502572373,63935899.44133133,245349.6715137894,74696894.66602804,0.0032846033641793
2023-12-25,0.8519386031578865,63757551.63692229,223784.5555224981,74838200.0775546,0.0029902450258102
2023-12-26,0.9144978933742296,68232367.3146899,472273.2051113433,74611836.51602788,0.0063297356983015
2023-12-27,1.007912002303044,75071337.90846147,465693.2110136469,74482035.8691295,0.0062524232263455
2023-12-28,1.042909617278021,77899253.5306412,512987.4126670706,74694155.88855833,0.0068678386757919
2023-12-29,0.9996301306566808,74675330.1455338,282496.9523749833,74702960.4804707,0.00378160317286
2023-12-30,0.9675572366970464,72325804.69515513,205715.836078226,74750931.47156233,0.0027520170254532
2023-12-31,0.9554739236551444,71458674.26033306,210618.556944796,74788722.63407198,0.002816180695789
2024-01-01,0.9743641758639588,72882387.29073273,254469.97892717537,74799945.53998114,0.0034020075427883
2024-01-02,1.0163669591841469,75904973.25610621,233727.86938428835,74682645.44632216,0.0031296142227886
2024-01-03,0.9699571676610372,72535868.09644605,293282.5121446784,74782547.63698448,0.003921804236576
2024-01-04,0.856179931902386,67342586.01585135,445150.20592482784,78654712.06060591,0.0056595491136224
2024-01-05,0.8846187736846229,69694408.07079159,292628.89027035795,78784681.20284148,0.0037142866583028
2024-01-06,0.8540043599854273,67247839.21067072,227200.2257745545,78744140.38333274,0.0028852969207426
2024-01-07,0.8258774799597473,65269097.69436421,248086.39472147243,79030000.54868355,0.0031391420093518
