Date,Price (USD),Market Cap (USD),Total Volume (USD),Circulating Supply,LAR
2023-12-04,2395.5456419179163,1305858157.973657,5852511.217890152,545119.2977179777,10.736202593433044
2023-12-05,2458.3583262602947,1339382794.3224838,17561985.854946453,544828.1399888439,32.233991906706684
2023-12-06,2506.1029077853445,1350053310.399253,23235075.46115313,538706.2543222941,43.13125246779144
2023-12-07,2441.324121908347,1319039295.4757617,11371311.304096192,540296.6708266038,21.04642119430264
2023-12-08,2577.436559490396,1391312771.6425662,16190286.535309048,539804.8563095004,29.992850835017773
2023-12-09,2583.0319000213567,1393597700.8126109,9292822.751127854,539520.127800624,17.224237377408752
2023-12-10,2558.064056038505,1384043829.912419,17014362.522279892,541051.2792458336,31.44685758066417
2023-12-11,2572.965386869353,1394881584.2603238,13842589.685787978,542129.9452292832,25.533711626893304
2023-12-12,2432.370150191388,1317718664.040845,17744280.164310038,541742.6553837465,32.75407610600789
2023-12-13,2405.476884558719,1306817482.2315364,3483720.9394714213,543267.5286219888,6.412532971201064
2023-12-14,2471.1040908855643,1339899196.8700287,16600221.273525368,542226.9348394191,30.61489610146633
2023-12-15,2534.0358664636296,1376698499.5306554,3536953.5863874494,543282.9573371055,6.5103341428632
2023-12-16,2427.6386558333206,1326550141.6108918,1171755.1740375953,546436.4057737148,2.14435780935656
2023-12-17,2438.089438651672,1328383458.5987017,22338086.2350782,544846.073954257,40.99889363790041
2023-12-18,2406.388405984077,1314646461.3799355,9237216.613235718,546315.1576490077,16.908219521103554
2023-12-19,2424.0918661604105,1331931364.2231927,5302289.521200882,549455.8118100027,9.650074505052958
2023-12-20,2383.683575532659,1309282133.0224316,14401440.953902772,549268.4291076087,26.21931316405834
2023-12-21,2411.225192270796,1324346638.1673667,42906966.96037391,549242.2036782678,78.12030225104064
2023-12-22,2455.26784114118,1349002835.5056918,8994003.617934592,549432.0468428778,16.369637828036314
2023-12-23,2549.41968173804,1408436744.025843,17932495.078822937,552453.860035181,32.45971541891475
2023-12-24,2541.6968139450964,1403033992.412482,31969814.331457444,552006.826587142,57.91561406788248
2023-12-25,2487.0949841362185,1390019471.1106372,80409189.88062169,558892.7966068005,143.87229602673193
2023-12-26,2493.2671181400383,1400199247.2070632,21596011.99862672,561592.15232887,38.45497468059353
2023-12-27,2447.764989550866,1374178046.3013773,22335404.49199524,561401.1362069205,39.78510738845902
2023-12-28,2608.4089391662187,1467650132.191523,25292113.43783797,562661.0575336624,44.95088668247636
2023-12-29,2574.76162848392,1447558269.8756194,38924378.41835108,562210.5960651494,69.23451583939996
2023-12-30,2521.753991912572,1416092146.3490562,24205131.8526836,561550.4727624326,43.1041073362674
2023-12-31,2520.4809548930807,1420030075.4853392,25108317.53501216,563396.4711094502,44.565982966787885
2024-01-01,2504.091389173698,1410683110.3880773,7719252.625812093,563351.2884102745,13.702378577308508
2024-01-02,2582.238722728423,1451174500.7881577,15565277.393884672,561983.0916542177,27.69705641510977
2024-01-03,2596.9143707205103,1460202788.1933415,13809447.374424508,562283.76440006,24.55956982709393
2024-01-04,2427.104652607776,1366072364.2273114,19080914.3650826,562840.3220106516,33.901114790282385
2024-01-05,2499.80939609193,1405559712.4325235,6885286.63947228,562266.7530692146,12.245587351355818
2024-01-06,2490.6864099095865,1399354623.9519773,12886750.42704027,561834.9296741756,22.93689791504005
2024-01-07,2462.38237924635,1384588117.3189962,9357003.800964572,562296.1441686286,16.640704187646843
2024-01-08,2441.0548890116643,1370310434.319383,5386952.649662354,561359.9433948799,9.596254084472475
2024-01-09,2556.7695374747486,1432081474.267722,5110006.667233186,560113.6329565902,9.12316067055847
2024-01-10,2562.0716199944927,1442127909.4401748,16448314.200831886,562875.7206417496,29.22192874490789
2024-01-11,2848.554884404613,1603434037.4707108,12639124.890792493,562893.8540904577,22.45383352286765
2024-01-12,2874.0903477134348,1617341325.8209622,8367624.86794844,562731.5533444119,14.869656443144487
2024-01-13,2767.5480271306087,1559822435.050356,8964834.952163741,563611.6951753782,15.906048488532813
2024-01-14,2825.2300493342304,1597728828.962975,6670029.200777696,565521.6747179516,11.794471368589557
2024-01-15,2716.395829176984,1540067439.506591,9042381.64480924,566952.5122092395,15.949098822357907
2024-01-16,2754.590297177066,1567971309.6928723,3168625.143310631,569221.2418303174,5.566596800080742
2024-01-17,2839.482743691903,1614675722.766689,7800285.499514629,568651.3596019546,13.717166709976189
2024-01-18,2771.11924491832,1573477076.231639,9389204.784351494,567812.8355959714,16.535738883917034
2024-01-19,2700.2367904388884,1529895356.648261,1050192.4844657397,566578.2208676583,1.853570161693604
2024-01-20,2728.510034545631,1546522923.4793978,7642942.53097595,566801.2592583097,13.48434289115228
2024-01-21,2706.903220486463,1534081866.8150227,2516582.26452353,566729.4845285713,4.440535269868526
2024-01-22,2691.986836758457,1526282981.091256,1230028.3500512913,566972.676184822,2.1694667163296
2024-01-23,2530.9054146267254,1434988796.530119,2018023.5784125605,566986.339448707,3.559210227842047
2024-01-24,2457.851714653062,1379901780.013734,11566614.682060491,561425.9687788015,20.602208172201006
2024-01-25,2450.8352123673058,1374781177.608501,8644493.902824076,560943.9470557366,15.41061981004876
2024-01-26,2433.666852276862,1364820183.8551352,4345473.0838884935,560808.1412532913,7.748591299294
2024-01-27,2487.303721216168,1393232869.360977,5700732.356277662,560137.8140823733,10.17737459060266
2024-01-28,2487.9102703376443,1395745837.0477114,1550064.6728407787,561011.3249214125,2.7629828561088576
2024-01-29,2478.0846049793468,1393189258.7149875,11979433.571085092,562204.0732247714,21.307980752205733
2024-01-30,2540.183361333712,1427965599.905487,13371024.89949068,562150.5996936143,23.78548543180104
2024-01-31,2574.6635821870486,1454370158.114632,1729157.1368010791,564877.7448738437,3.061117476290836
