Date,Price (USD),Market Cap (USD),Total Volume (USD),Circulating Supply,LAR
2023-12-04,7.295247489261229,2029905748.093863,73463322.0433477,278250429.6231116,0.2640187191906704
2023-12-05,7.7725783914985245,2166226410.0930653,200906084.9859984,278701133.77852017,0.7208656895728871
2023-12-06,7.695371449759934,2141455018.379825,116730600.07717945,278278317.3444643,0.4194742917490245
2023-12-07,7.394529493690649,2062171767.577704,130474777.60000192,278878023.184199,0.4678560759655962
2023-12-08,7.938085729899112,2212989316.914036,192565855.44843096,278781231.6738687,0.6907418203593543
2023-12-09,8.48523546768614,2361869546.016705,221576335.49342352,278350501.29266113,0.7960335421147866
2023-12-10,8.252479627398683,2300500184.295831,185653356.6778502,278764721.4127067,0.6659858382976424
2023-12-11,8.413096272110922,2349474654.57576,158621868.18585005,279263968.76785713,0.5679997633984324
2023-12-12,7.781985556004331,2177352668.188236,195294602.1277912,279793974.4964266,0.6979943098463166
2023-12-13,9.14414516148199,2563183830.498894,355080019.7793582,280308742.39571667,1.2667461483526818
2023-12-14,8.56042725818706,2604342272.3992167,256169412.10822308,304230407.41435707,0.8420243534674834
2023-12-15,8.417589566634607,2564553635.61668,223167474.0451053,304666034.77342033,0.732498698816475
2023-12-16,8.191875839642211,2488721063.780204,164955120.70273975,303803562.5169951,0.5429663804337778
2023-12-17,8.18533712145588,2498761160.137523,157545358.6895668,305272846.19562286,0.5160804855490149
2023-12-18,8.057672324651007,2460676541.329658,122006774.71429329,305383048.8740102,0.3995204552582379
2023-12-19,7.880730762734614,2407120713.3990126,142751876.77067503,305443845.9922391,0.467358824359166
2023-12-20,8.084132036645364,2468966705.811913,146991167.89603153,305409003.04696774,0.481292844773886
2023-12-21,8.095458248834763,2474789876.781527,151259429.01711473,305701024.0449009,0.4947952971034143
2023-12-22,8.525164038233267,2610382728.930358,163594667.73103583,306197360.8042534,0.5342785035812867
2023-12-23,9.28040008712144,2833789610.127769,245026024.6806499,305352095.11713445,0.8024376730955679
2023-12-24,9.275233195791872,2837889962.360619,364405910.56774646,305964270.9196956,1.1910080529088627
2023-12-25,9.334609706722944,2869321676.359024,279762507.4374871,307385286.20993,0.9101363012100137
2023-12-26,10.461690617741432,3196929114.4307904,343257504.36298794,305584367.8849847,1.123282276311276
2023-12-27,10.746535348556415,3299292519.8868346,387033631.8247796,307009879.2658816,1.2606553012243449
2023-12-28,10.136249308944862,3103516251.719201,249389959.8495698,306179944.58566284,0.8145208863600001
2023-12-29,9.638784863566842,2969845749.369312,179144782.39280328,308114123.45085967,0.581423468636856
2023-12-30,9.676107347260055,2970040371.281033,185262883.0157597,306945785.6027246,0.6035687463568655
2023-12-31,9.431833750379274,2901653689.738867,106516092.69178188,307644702.66687906,0.3462308688185625
2024-01-01,9.401997251633468,2895774869.536409,79284256.21047059,307995715.38199586,0.2574199972624204
2024-01-02,9.956173526797096,3063525803.8347416,110638285.07781962,307701125.8983429,0.3595641216937628
2024-01-03,10.23435897254796,3146186323.76293,183380363.5243649,307414106.95111185,0.5965255314504091
2024-01-04,9.060614852800096,2781747039.064323,287913484.83913684,307015261.5751735,0.9377823218362727
2024-01-05,10.30703881025738,3181026962.2109942,489525947.8701832,308626659.9719498,1.5861427781860284
2024-01-06,9.636522568884942,2964881847.6247206,388912237.13044095,307671343.7270341,1.2640508941108397
2024-01-07,9.050643899896333,2794164990.891856,184777956.8151295,308725547.24243,0.5985185173873242
2024-01-08,8.445426151308578,2595473207.4742246,159025323.84142956,307322941.5512761,0.5174534743117984
2024-01-09,8.770106205994754,2712395006.053132,197801421.11347392,309277327.1319212,0.6395600445327905
2024-01-10,8.262033349049418,2546207397.4401965,181202723.6544291,308181689.64824486,0.5879736848131759
2024-01-11,8.887626468176101,2761517308.9691625,217677611.3356833,310714825.7026012,0.7005704051728517
2024-01-12,9.45361906145628,2930524029.5028167,269268665.5301699,309989646.3409416,0.8686376100252562
2024-01-13,9.029004181393056,2791912701.7562647,279007297.5325763,309216016.0374972,0.9023054533460596
2024-01-14,10.014944229530814,3345524674.493213,352950333.5832998,334053250.60406715,1.0565690737780913
2024-01-15,9.691049534393034,3251060008.46148,221804250.71990573,335470373.66011137,0.6611738863850649
2024-01-16,9.509359402283108,3186274054.024512,316092975.4768909,335067160.59753895,0.9433719941792844
2024-01-17,9.402198668387449,3149813876.479609,187961597.5497483,335008223.881726,0.5610656221266609
2024-01-18,9.33513257584544,3125060573.315445,145585751.31661022,334763384.2288976,0.4348915029998161
2024-01-19,8.7200416735879,2929917772.281137,210056298.01803595,335998138.7652714,0.6251710166906057
2024-01-20,8.557950545986197,2870493098.6937075,187317014.21982825,335418285.4024566,0.5584579683694738
2024-01-21,8.535430045920052,2868447819.596945,97121385.2329812,336063655.1603006,0.2889969913189655
2024-01-22,8.440850845614866,2839759752.572721,75392566.22193752,336430509.733271,0.2240955087031503
2024-01-23,8.035111484672065,2697724430.0736284,128690788.05481456,335742003.7319781,0.3833026151757527
2024-01-24,8.76696336033261,2937221294.440984,225796276.48596305,335032915.47114986,0.673952516481643
2024-01-25,8.574319637232797,2885344699.4093914,137568232.71403036,336510046.45082057,0.4088086943167545
2024-01-26,8.339176516448152,2808979962.6533976,97208158.03349206,336841408.3948192,0.2885873161994152
2024-01-27,8.72056357129289,2931955238.3083296,105664725.61366908,336211669.6173163,0.3142803631234426
2024-01-28,9.12654612842257,3075154966.8475385,116440218.69256371,336946192.3027663,0.3455751136310073
2024-01-29,8.877470799915992,2996715413.89625,90001631.32569672,337564096.9638118,0.2666208644082941
2024-01-30,9.221599259933027,3117640422.746889,147419401.65326542,338080232.60051435,0.4360485690610032
2024-01-31,9.074985659594294,3052140321.534716,115034060.3276627,336324533.83636147,0.3420329139105637
2024-02-01,8.83918085232988,2985737610.113744,117648579.69298916,337784423.6920151,0.3482948633542046
2024-02-02,9.209384533286292,3107893398.7870746,133261153.21476,337470260.6405391,0.3948826571023539
2024-02-03,9.399997751610371,3180803859.32569,142697153.09251,338383470.2280398,0.4217024933172565
2024-02-04,9.15336915702034,3094710145.3407173,109049082.26297648,338095196.6705258,0.3225395786064507
2024-02-05,8.824932691760871,2989911591.513423,77969308.60874952,338802764.38877124,0.2301318548843978
2024-02-06,8.664575525721066,2932214099.274341,103670042.00233395,338414050.4713671,0.3063408326514072
2024-02-07,8.594254392332045,2915809523.940008,67386727.84962355,339274286.1488424,0.1986202037724145
2024-02-08,8.787323099248777,2982219731.4834094,94014776.57927208,339377498.44868654,0.2770212433323331
2024-02-09,8.761025670061441,2975924852.527145,82937333.3845754,339677677.5459756,0.2441648034800572
2024-02-10,9.105471740663647,3088108491.7019978,112566112.05282466,339148654.74909735,0.3319078830965767
2024-02-11,9.073413981997929,3080912697.7077165,85185668.93416741,339553855.2324836,0.2508752812594132
2024-02-12,9.04361478827096,3063889092.782986,86132767.83096743,338790313.8860659,0.2542362172134992
2024-02-13,9.17808690311668,3112738064.009596,152875961.6661822,339148898.552331,0.4507635505193695
2024-02-14,9.205216831098053,3354620148.1437883,135428636.39571393,364425978.1921541,0.3716217956457134
