Date,Price (USD),Market Cap (USD),Total Volume (USD),Circulating Supply,LAR
04-12-2023,2193.277778311207,20385850406.79805,12080364.84513209,9294696.097497905,1.299705199439934
05-12-2023,2240.5200392944867,20809072107.688576,7771211.481057891,9287608.118979871,0.836729046004523
06-12-2023,2288.4583921367125,21263676455.09225,74017362.30304971,9291703.326639274,7.965962719756909
07-12-2023,2233.548272612632,20689666370.36072,39909740.99707644,9263138.220048202,4.308447099569325
08-12-2023,2352.151446978248,21701902531.02936,20421734.550454643,9226405.28053977,2.213400986571437
09-12-2023,2356.374782382414,21747474303.13253,18525010.884390462,9229208.556180837,2.007215545257582
10-12-2023,2337.693261928784,21558054806.210182,116654830.00992936,9221934.78387454,12.64971318317191
11-12-2023,2350.406257263151,21662995122.25319,27130977.07396148,9216702.455292946,2.9436750514150285
12-12-2023,2221.1298351226765,20468691957.962494,41375073.61358786,9215441.454295704,4.489754920454863
13-12-2023,2201.2524903600142,20301598239.71357,59318076.83940306,9222748.56183956,6.43171354414237
14-12-2023,2259.514051302125,20843906114.40331,53910941.90002707,9224950.870472023,5.844035665554558
15-12-2023,2313.6026796650585,21352347764.86277,10141003.891254395,9229046.95457647,1.0988137714724386
16-12-2023,2218.5202964152813,20476742314.87677,11414801.04314857,9229909.840339707,1.2367185856203822
17-12-2023,2222.736155756713,20443438223.89274,18589053.03069765,9197420.11256974,2.0211160089656826
18-12-2023,2201.984929366403,20154685819.91088,35249558.28236809,9152962.652523767,3.851163783854034
19-12-2023,2216.284654700907,20350184918.761658,42699172.35734924,9182116.96119331,4.650253589429343
20-12-2023,2174.727036860334,19901840337.417976,15913882.972031243,9151419.925394582,1.7389523267172209
21-12-2023,2191.114638226856,20049076636.012764,96720552.08071026,9150172.376301289,10.570353005721948
22-12-2023,2233.3564256353898,20434549138.48794,24809814.75098411,9149703.515270436,2.7115430253644464
23-12-2023,2324.5186652351545,21271614185.876865,23954426.25756152,9150975.857500792,2.617690903197692
24-12-2023,2307.4204995484693,21121953469.55957,31429833.691259354,9153924.68502939,3.433481787616264
25-12-2023,2263.029022328592,20609330705.37745,20904689.029544607,9106967.034903971,2.2954611507238245
26-12-2023,2270.517286558201,20672439337.332737,26268518.889166422,9104726.689251233,2.88515183219923
27-12-2023,2228.012051455141,20238323059.16432,26108618.14911198,9083578.810063632,2.8742656055547653
28-12-2023,2376.3439856746013,21750175261.68582,21541288.59084489,9152789.071280578,2.3535217979005627
29-12-2023,2347.625985374971,21520383637.893764,19717270.037998594,9166870.605436943,2.150927059699536
30-12-2023,2295.9991699602065,21005543241.77516,20156886.774865244,9148759.074742705,2.2032372489196987
31-12-2023,2295.3538400099205,21123661423.571262,18188956.339107696,9202790.896709835,1.9764608957496337
01-01-2024,2277.753313786249,20988968614.35208,9363343.4608926,9214768.117036637,1.0161236117902164
02-01-2024,2345.476128327646,21626044486.09318,17260177.78205445,9220321.718436258,1.871971316092182
03-01-2024,2354.261240347121,21698144150.27756,28720127.173708145,9216540.534421874,3.11615047603213
04-01-2024,2207.7352478058738,20418252940.07801,41038774.5932596,9248506.115201268,4.437340915610835
05-01-2024,2270.998512704989,21014154375.29444,9731579.89558909,9253266.463069787,1.0516913064622395
06-01-2024,2264.364213755592,20948253830.109886,34504712.98649811,9251274.023345334,3.729725538280072
07-01-2024,2239.912028477092,20723085382.021587,10969864.170687,9251740.74631455,1.1857081247177044
08-01-2024,2218.9809783068144,20505090704.8132,13648386.299773542,9240769.03104394,1.4769751580114614
09-01-2024,2329.091156554353,21547389674.91489,18859140.343907014,9251415.348977584,2.038514068659908
10-01-2024,2342.511778937212,21663976360.597298,32658356.23485196,9248182.466098916,3.531326977443165
11-01-2024,2571.751554938807,23961370998.76231,42274741.807983145,9317140.66731942,4.537308528169486
12-01-2024,2621.562225031212,24389477760.76252,41649757.05470476,9303413.63935092,4.476825246008365
13-01-2024,2523.541080303175,23497429974.38689,26841754.42293346,9311292.83283312,2.882709727298566
14-01-2024,2580.766815503295,24036966321.80304,13384020.214274809,9313885.383757696,1.4369964480790092
15-01-2024,2471.0562770123206,23116248921.874508,17910523.072135743,9354804.719309617,1.9145801125239883
16-01-2024,2517.6563012332927,23480479068.71928,12274626.308965238,9326324.271195073,1.3161269061677576
17-01-2024,2588.100559692717,24109327310.5914,23619777.64266224,9315452.29967953,2.53554812829376
18-01-2024,2523.659240342434,23495551401.67663,14056250.78063586,9310112.48511052,1.509783131311866
19-01-2024,2464.705530825109,22980677531.55837,7217518.135689341,9323903.90825517,0.7740875717626302
20-01-2024,2489.8355522240613,23227778404.90598,27254974.76779485,9329041.18272294,2.9215193966846367
21-01-2024,2467.745834429918,23037824166.70813,16599388.30669544,9335574.12813146,1.7780789996274018
22-01-2024,2451.9847390551245,22939403054.555515,8464874.588559179,9355442.833382089,0.9048074729669466
23-01-2024,2306.506451681446,21584417511.880905,20995085.50364835,9358056.421713384,2.243530553516829
24-01-2024,2242.4925066658448,20976564789.29612,83877552.62266985,9354129.267742457,8.966901164378822
25-01-2024,2233.2880861314115,20901462157.90706,18982871.77270935,9359053.266662693,2.028289745964698
26-01-2024,2218.43245242988,20783882875.33558,19609190.30212562,9368724.683309922,2.0930479830471223
27-01-2024,2268.09703918068,21205802456.002373,15404806.178229377,9349601.048667075,1.6476431558997442
28-01-2024,2264.8167100476394,21244011002.582096,7809253.057648126,9380013.361935694,0.8325417839315935
29-01-2024,2254.8488855569067,21156943737.365173,14943165.711833036,9382865.465123972,1.592601510420953
30-01-2024,2312.2744046914704,21758853795.28817,43166682.54134796,9410152.078464702,4.587246006378119
31-01-2024,2343.985623624999,22044168454.07844,17680282.342136342,9404566.406848049,1.8799678344832813
01-02-2024,2281.32911811098,21485566117.65972,19929163.919346195,9418003.71857372,2.116070933380806
02-02-2024,2302.7025184674653,21737209309.45616,20941616.373465184,9439868.64787167,2.218422433048019
03-02-2024,2310.2495869021423,21896711879.32336,15229326.982478958,9478071.981255095,1.606795877114902
04-02-2024,2296.2725905698903,21753880185.89906,9735348.59157184,9473561.751873791,1.0276334124962314
05-02-2024,2290.0981554435148,21725722096.408066,7440878.853677309,9486808.259622622,0.784339542873116
06-02-2024,2298.130120290044,21811520522.05669,19327381.78951229,9490985.87999181,2.0363934826050936
07-02-2024,2373.898419263164,22555034915.50041,8818597.26939501,9501263.715614792,0.9281499317719328
08-02-2024,2424.759950449344,23086349213.34584,30109988.54555323,9521086.493146503,3.162453000214533
09-02-2024,2424.1223604911297,23180799211.2732,18198101.324518584,9562553.27250756,1.903058817652636
10-02-2024,2486.128616793412,23914203415.046017,21494334.38366032,9619053.19520048,2.234558219761704
11-02-2024,2499.2000750349343,24009900988.40954,8333606.700238289,9607034.358013105,0.8674484122446522
12-02-2024,2508.876669348494,24091805069.2692,6250675.418682209,9602626.292318054,0.6509339454022749
13-02-2024,2655.5500473270945,25558896896.28305,10741139.544014676,9624709.171649387,1.115996270895525
14-02-2024,2639.5078892050165,25519817483.23168,14994651.884826208,9668399.775428556,1.55089282953875
15-02-2024,2778.14511357284,27037120106.36051,34321404.45035304,9732076.259900391,3.52662715886942
16-02-2024,2823.7965276341765,27624686582.988583,14889355.62656299,9782817.675653497,1.5219905062340209
17-02-2024,2805.1139505460665,27435618683.423187,31219791.44967668,9780571.900860691,3.192021056246142
