Date,PR
26-07-2023,0.070464065
27-07-2023,0.071009855
28-07-2023,0.071826031
29-07-2023,0.071411178
30-07-2023,0.071461412
31-07-2023,0.067700581
01-08-2023,0.067907809
02-08-2023,0.067917882
03-08-2023,0.067702264
04-08-2023,0.06768202
05-08-2023,0.06763401
06-08-2023,0.067721817
07-08-2023,0.067632242
08-08-2023,0.067239373
09-08-2023,0.067210864
10-08-2023,0.067135726
11-08-2023,0.06708208
12-08-2023,0.067112692
13-08-2023,0.067034861
14-08-2023,0.067164791
15-08-2023,0.067163624
16-08-2023,0.067024358
17-08-2023,0.068899308
18-08-2023,0.069292263
19-08-2023,0.069428362
20-08-2023,0.069382955
21-08-2023,0.069390247
22-08-2023,0.06927945
23-08-2023,0.069081137
24-08-2023,0.068953476
25-08-2023,0.069125601
26-08-2023,0.068999776
27-08-2023,0.068521624
28-08-2023,0.068261538
29-08-2023,0.068656257
30-08-2023,0.068661402
31-08-2023,0.061795576
01-09-2023,0.061872986
02-09-2023,0.061890702
03-09-2023,0.06186323
04-09-2023,0.061865369
05-09-2023,0.061862343
06-09-2023,0.062004954
07-09-2023,0.061983969
08-09-2023,0.061904143
09-09-2023,0.061844584
10-09-2023,0.061736974
11-09-2023,0.061759743
12-09-2023,0.061713594
13-09-2023,0.061788994
14-09-2023,0.062054053
15-09-2023,0.062315715
16-09-2023,0.062391932
17-09-2023,0.062411555
18-09-2023,0.086237978
19-09-2023,0.086540085
20-09-2023,0.086614383
21-09-2023,0.086545875
22-09-2023,0.086450278
23-09-2023,0.086387109
24-09-2023,0.086437203
25-09-2023,0.086448178
26-09-2023,0.086417507
27-09-2023,0.087095823
28-09-2023,0.086965717
29-09-2023,0.087002216
30-09-2023,0.087064247
01-10-2023,0.087032671
02-10-2023,0.086969824
03-10-2023,0.07887255
04-10-2023,0.078920815
05-10-2023,0.078823175
06-10-2023,0.07876482
07-10-2023,0.078742723
08-10-2023,0.078728728
09-10-2023,0.079693573
10-10-2023,0.079647923
11-10-2023,0.079915674
12-10-2023,0.07982104
13-10-2023,0.080080354
14-10-2023,0.080007921
15-10-2023,0.079920302
16-10-2023,0.079984898
17-10-2023,0.079922806
18-10-2023,0.080029745
19-10-2023,0.08003629
20-10-2023,0.080236152
21-10-2023,0.080133273
22-10-2023,0.08015467
23-10-2023,0.079971676
24-10-2023,0.079909056
25-10-2023,0.079875787
26-10-2023,0.079918991
27-10-2023,0.091557783
28-10-2023,0.091547258
29-10-2023,0.091567542
30-10-2023,0.091539642
31-10-2023,0.091591107
01-11-2023,0.091103153
02-11-2023,0.091176773
03-11-2023,0.091185839
04-11-2023,0.091172112
05-11-2023,0.091060311
06-11-2023,0.091090297
07-11-2023,0.091059603
08-11-2023,0.091087039
09-11-2023,0.091709654
10-11-2023,0.091476511
11-11-2023,0.091497648
12-11-2023,0.091658779
13-11-2023,0.091441852
14-11-2023,0.090830007
