Date,PSI
2024-05-04,0.9419133274529352
2024-05-05,0.9474789248525888
2024-05-06,0.9555789600361356
2024-05-07,1.013318673265649
2024-05-08,1.0558294979514553
2024-05-09,1.080344818867065
2024-05-10,1.0388054591308653
2024-05-11,1.0776283443319712
2024-05-12,1.0524117470812304
2024-05-13,1.0330152480770431
2024-05-14,1.031151023763548
2024-05-15,1.0561987718410517
2024-05-16,1.0135079856056044
2024-05-17,1.044897546880646
2024-05-18,0.9648939466420547
2024-05-19,0.97442058570744
2024-05-20,1.008213415887682
2024-05-21,0.8737384699426213
2024-05-22,0.915625187735491
2024-05-23,0.9824907203012416
2024-05-24,1.0149153016609087
2024-05-25,1.0489189360188995
2024-05-26,1.0378204582913126
2024-05-27,1.048856282342103
2024-05-28,1.010075188326457
2024-05-29,1.011143562773217
2024-05-30,1.0251880984413488
2024-05-31,1.0213904294843683
2024-06-01,1.0239809128801638
2024-06-02,1.0151832711302546
2024-06-03,1.04407193821019
2024-06-04,1.0251308502379677
2024-06-05,0.9888592563589894
2024-06-06,0.9728558456423884
2024-06-07,0.9900216702324331
2024-06-08,1.0752659650712402
2024-06-09,1.0993687552350953
2024-06-10,1.060070639648388
2024-06-11,1.0667506150522463
2024-06-12,1.1053141695553232
2024-06-13,1.033979906922325
2024-06-14,1.0700266160996603
2024-06-15,1.0571724879995008
2024-06-16,1.002745352057803
2024-06-17,0.9953671327893204
2024-06-18,1.0582831320402002
2024-06-19,1.1031233913383698
2024-06-20,1.0403226619766206
2024-06-21,1.0676603676722618
2024-06-22,1.0653947226697418
2024-06-23,1.053526738977751
2024-06-24,1.0731522416533217
2024-06-25,1.0205836071641208
2024-06-26,1.0196844228180393
2024-06-27,0.998135374890876
2024-06-28,0.9877341300089032
2024-06-29,1.0086360755411434
2024-06-30,1.0120622635146632
2024-07-01,0.983907149999236
2024-07-02,1.0095195845431135
2024-07-03,1.0012467399338214
2024-07-04,1.0682642497770007
2024-07-05,1.1768216240405311
2024-07-06,1.230877455913861
2024-07-07,1.0781411249222923
2024-07-08,1.1175223222359223
2024-07-09,1.0156903720277035
2024-07-10,0.9145130739750644
2024-07-11,0.8872009550181594
2024-07-12,0.9148008854138722
2024-07-13,0.9204971178420364
2024-07-14,0.9489195455143736
2024-07-15,0.9233865146412044
2024-07-16,0.925461307812287
2024-07-17,0.9713510544017344
2024-07-18,0.9734811570186064
2024-07-19,0.9767840582391782
2024-07-20,0.929449384833203
2024-07-21,0.959666328936124
2024-07-22,0.952059345295277
2024-07-23,1.0019041574827483
2024-07-24,1.0077014469093646
2024-07-25,1.0831185176797014
2024-07-26,1.0996161805828717
2024-07-27,1.054595023459352
2024-07-28,1.0309064431486017
2024-07-29,1.0381047132764003
2024-07-30,1.0387145477790207
2024-07-31,1.0466305386347672
2024-08-01,1.0614105847938178
2024-08-02,1.058535147707693
2024-08-03,1.112320868636174
2024-08-04,1.1076261011541284
2024-08-05,1.1473667542576782
2024-08-06,1.238227969311223
2024-08-07,1.1014492025810088
2024-08-08,1.1248430329347887
2024-08-09,0.9339317058668138
2024-08-10,0.9341416124867908
2024-08-11,0.9239863019737992
2024-08-12,1.0040240841759362
2024-08-13,0.974199526554546
2024-08-14,0.99468586349334
2024-08-15,1.037498000567294
2024-08-16,1.0815418202115037
2024-08-17,1.0421134657438993
2024-08-18,0.9873327789714124
2024-08-19,0.9940983889190652
2024-08-20,0.9664178771431804
2024-08-21,0.9778252738919154
2024-08-22,0.9277799650871642
2024-08-23,0.9102416251152884
2024-08-24,0.8828355587285773
2024-08-25,0.9108685570918504
2024-08-26,0.9641868647734592
2024-08-27,1.0145640078653917
2024-08-28,1.0999290771979755
2024-08-29,1.0576870734826176
2024-08-30,1.0504963476902185
2024-08-31,1.0039609509330516
2024-09-01,1.022025295659838
2024-09-02,1.0481382650107145
2024-09-03,1.0029579030051103
2024-09-04,1.0438579546627198
2024-09-05,1.0361901078821396
2024-09-06,1.021771126231397
2024-09-07,1.0224370909482718
2024-09-08,0.9665270641104152
2024-09-09,0.9702497672595372
2024-09-10,0.9101006431299252
2024-09-11,0.8863922059751433
2024-09-12,0.9429698954609348
2024-09-13,0.9663909569205696
2024-09-14,0.9770617025971572
2024-09-15,0.9814233783680788
2024-09-16,1.0480625446248502
2024-09-17,1.0575687341211129
2024-09-18,1.0424551405907996
2024-09-19,1.0009435880975677
2024-09-20,0.9420145099943192
2024-09-21,0.9190204947414652
2024-09-22,0.8838919796374196
2024-09-23,0.9404348763627643
2024-09-24,0.9593235670423252
2024-09-25,0.9616828692186006
2024-09-26,1.0050258036224509
2024-09-27,0.9805267200355064
2024-09-28,0.9174732581692872
2024-09-29,0.9367305468376744
2024-09-30,0.9430989090269024
2024-10-01,1.028520201183999
2024-10-02,1.075013485276218
2024-10-03,1.1208227032726137
2024-10-04,1.148801642379566
2024-10-05,1.057862133042479
2024-10-06,1.0414055229553176
2024-10-07,0.9692402419242772
2024-10-08,0.971541755909664
2024-10-09,0.9859435218487224
2024-10-10,1.0489179124606882
2024-10-11,1.037168516063307
2024-10-12,0.95787695026876
2024-10-13,0.9548858708650068
2024-10-14,0.964010492554612
2024-10-15,0.9327462340491168
2024-10-16,0.9665455344781532
2024-10-17,0.973690449626062
2024-10-18,1.0287759955372435
2024-10-19,1.0018170940694973
2024-10-20,1.0155152298519206
2024-10-21,0.9611801019316067
2024-10-22,1.0046896088599644
2024-10-23,1.013476702561846
2024-10-24,0.997576883513066
2024-10-25,1.0089022640687544
2024-10-26,1.0931888652697248
2024-10-27,1.0767371768767828
2024-10-28,1.036195903785197
2024-10-29,1.0123570350997269
2024-10-30,0.9617400418556687
2024-10-31,0.9512273580950026
2024-11-01,1.0094626648203218
2024-11-02,1.061862751169395
2024-11-03,1.1026955238367775
2024-11-04,1.1008350981220048
2024-11-05,1.1477327306450829
2024-11-06,1.059928129545566
2024-11-07,0.9260567611058974
2024-11-08,0.9254350244604376
2024-11-09,0.94321296059863
2024-11-10,0.921379835314469
2024-11-11,0.9398499260753972
2024-11-12,0.8933688567887557
2024-11-13,0.9831192562466716
2024-11-14,1.0205178500158092
2024-11-15,1.0878414184410068
2024-11-16,1.03594636055897
2024-11-17,0.9375052335498192
2024-11-18,0.9940269367319142
2024-11-19,0.912055351618439
2024-11-20,0.952751502831788
2024-11-21,1.0166972349551189
2024-11-22,0.8443364146330601
2024-11-23,0.8425981176124594
2024-11-24,0.868550467078512
2024-11-25,0.9025122004787722
2024-11-26,0.8936868303058034
2024-11-27,0.965474173246635
2024-11-28,0.9026672449329032
2024-11-29,0.9658050843461716
2024-11-30,0.9672995638597116
