Date,PSI
2023-12-10,0.9380494191796988
2023-12-11,0.908997797217306
2023-12-12,0.8929839057603545
2023-12-13,0.906762398967662
2023-12-14,0.9812622844881118
2023-12-15,0.9768585284417178
2023-12-16,1.0520810400882783
2023-12-17,1.0197859273083278
2023-12-18,1.0608353987919947
2023-12-19,0.9873842348342334
2023-12-20,1.0290745896668652
2023-12-21,0.9684895942913077
2023-12-22,0.877061365274097
2023-12-23,0.6869306722015976
2023-12-24,0.7569699788844266
2023-12-25,0.780963524064703
2023-12-26,0.8772771559649473
2023-12-27,0.908766465469232
2023-12-28,0.8605233525187792
2023-12-29,0.991001153865188
2023-12-30,0.92597817590108
2023-12-31,1.0087018523498343
2024-01-01,0.9899910162899754
2024-01-02,0.9390878523891693
2024-01-03,1.018027119539726
2024-01-04,1.0718219132883615
2024-01-05,1.0048689955112242
2024-01-06,1.0709548597449303
2024-01-07,1.1147103485913623
2024-01-08,1.1123021513843303
2024-01-09,1.0093847393179916
2024-01-10,0.9543533517878008
2024-01-11,0.8860011271192052
2024-01-12,0.8891773064082981
2024-01-13,0.9187635392215432
2024-01-14,0.9677920237640428
2024-01-15,1.0770602007766827
2024-01-16,1.0842092764346274
2024-01-17,1.0385046137258842
2024-01-18,1.0644907216742854
2024-01-19,1.1092413683317626
2024-01-20,1.0811939073067425
2024-01-21,1.058744096788338
2024-01-22,1.0635729701562306
2024-01-23,1.0931885554182903
2024-01-24,1.113342638807453
2024-01-25,1.0660196305056922
2024-01-26,1.0263810110043825
2024-01-27,0.9748213112063732
2024-01-28,0.9699987980340288
2024-01-29,0.978588062274338
2024-01-30,0.9456870451046234
2024-01-31,0.9626340380762588
2024-02-01,1.0503016185100578
2024-02-02,1.0266888464578896
2024-02-03,1.011161142150144
2024-02-04,1.0235196811450953
2024-02-05,1.0083187886366989
2024-02-06,0.9745565717064598
2024-02-07,0.9137837012756788
2024-02-08,0.9217278749779216
2024-02-09,0.952681447615721
2024-02-10,0.9279401846384544
2024-02-11,0.973357528350978
2024-02-12,0.949391968037462
2024-02-13,0.9024214493685152
2024-02-14,0.9396185831628836
2024-02-15,0.9375930833329784
2024-02-16,0.9458003939018812
2024-02-17,1.0092127864593594
2024-02-18,1.0385681920711178
2024-02-19,0.9928436473300166
2024-02-20,0.9537488322376096
2024-02-21,0.9388208046869604
2024-02-22,1.0097282538005234
2024-02-23,1.0362990631397189
2024-02-24,1.067731160043216
2024-02-25,1.0287287456434089
2024-02-26,0.9787630277891588
2024-02-27,0.9832530107528594
2024-02-28,1.002915729803097
2024-02-29,0.9840366581248248
2024-03-01,1.006200687554665
2024-03-02,1.000479234481698
2024-03-03,0.9549611391936768
2024-03-04,0.9570773994197428
2024-03-05,0.9786379787638154
2024-03-06,0.876151283335324
2024-03-07,0.8898076814097874
2024-03-08,0.8961354382744283
2024-03-09,0.9585089719495896
2024-03-10,0.9384276183190784
2024-03-11,0.9869255976503566
2024-03-12,0.9984543043697344
2024-03-13,1.0463270938791804
2024-03-14,1.0282147279422038
2024-03-15,1.064897474874914
2024-03-16,1.1478869202799666
2024-03-17,1.1920451067562683
2024-03-18,1.133935388159899
2024-03-19,1.1754849719631837
2024-03-20,1.0923846837659066
2024-03-21,1.0245954591861153
2024-03-22,1.0267193281522442
2024-03-23,1.0164950918816076
2024-03-24,0.9993818113223664
2024-03-25,0.9346825959943016
2024-03-26,0.9189386162461906
2024-03-27,0.9211978334834832
2024-03-28,0.9909720809429552
2024-03-29,0.9889965150586985
2024-03-30,1.0252342268443375
2024-03-31,1.0220102712346013
2024-04-01,1.0128229654642704
2024-04-02,1.0516322193669343
2024-04-03,1.1301417895117605
2024-04-04,1.1385491411276636
2024-04-05,1.0958767941968108
2024-04-06,1.1448391101127335
2024-04-07,1.068012892346912
2024-04-08,0.9799152697405168
2024-04-09,0.9240305949715688
2024-04-10,1.015606868102256
2024-04-11,1.0168670625205762
2024-04-12,1.041248671117313
2024-04-13,1.2222346864577074
2024-04-14,1.3547693136134886
2024-04-15,1.1843548065925211
2024-04-16,1.1451157919465926
2024-04-17,1.1088361069235095
2024-04-18,1.0904588700694302
2024-04-19,1.015989686835857
2024-04-20,0.9942847442772303
2024-04-21,0.911124208818165
2024-04-22,0.9416182281744652
2024-04-23,0.9167403462027508
2024-04-24,0.9526473688691532
2024-04-25,0.9955754968822068
2024-04-26,1.0080329410903013
2024-04-27,1.051471336929576
2024-04-28,0.9386905235500018
2024-04-29,0.948753075735823
2024-04-30,0.9973782635365558
2024-05-01,0.9833024735696162
2024-05-02,0.9032265140375484
2024-05-03,0.9084676104940196
